package_name
android
com.android.backupconfirm
com.android.bluetooth
com.android.bluetoothmidiservice
com.android.bookmarkprovider
com.android.calculator2
com.android.calllogbackup
com.android.captiveportallogin
com.android.carrierconfig
com.android.cellbroadcastreceiver
com.android.certinstaller
com.android.chrome
com.android.contacts
com.android.defcontainer
com.android.dialer
com.android.documentsui
com.android.dreams.basic
com.android.externalstorage
com.android.facelock
com.android.galaxy4
com.android.htmlviewer
com.android.inputdevices
com.android.keychain
com.android.launcher3
com.android.location.fused
com.android.managedprovisioning
com.android.mms
com.android.mms.service
com.android.nfc
com.android.noisefield
com.android.pacprocessor
com.android.phasebeam
com.android.phone
com.android.printspooler
com.android.protips
com.android.providers.calendar
com.android.providers.contacts
com.android.providers.downloads
com.android.providers.downloads.ui
com.android.providers.media
com.android.providers.partnerbookmarks
com.android.providers.settings
com.android.providers.telephony
com.android.providers.userdictionary
com.android.proxyhandler
com.android.server.telecom
com.android.settings
com.android.sharedstoragebackup
com.android.shell
com.android.statementservice
com.android.stk
com.android.systemui
com.android.vending
com.android.vpndialogs
com.android.wallpaper
com.android.wallpaper.holospiral
com.android.wallpaper.livepicker
com.android.wallpapercropper
com.appsomniacs.da2
com.asurion.android.verizon.vms
com.audible.application
com.cequint.ecid
com.customermobile.preload.vzw
com.google.android.apps.cloudprint
com.google.android.apps.docs
com.google.android.apps.magazines
com.google.android.apps.maps
com.google.android.apps.nbu.files
com.google.android.apps.nbu.paisa.user
com.google.android.apps.photos
com.google.android.apps.walletnfcrel
com.google.android.backuptransport
com.google.android.calendar
com.google.android.configupdater
com.google.android.deskclock
com.google.android.feedback
com.google.android.gallery3d
com.google.android.gm
com.google.android.gms
com.google.android.googlequicksearchbox
com.google.android.gsf
com.google.android.gsf.login
com.google.android.inputmethod.latin
com.google.android.inputmethod.pinyin
com.google.android.marvin.talkback
com.google.android.music
com.google.android.onetimeinitializer
com.google.android.packageinstaller
com.google.android.partnersetup
com.google.android.play.games
com.google.android.setupwizard
com.google.android.syncadapters.contacts
com.google.android.tag
com.google.android.talk
com.google.android.tts
com.google.android.videos
com.google.android.webview
com.google.android.youtube
com.gotv.nflgamecenter.us.lite
com.imdb.mobile
com.lmi.motorola.rescuesecurity
com.motorola.InductiveChargeUI
com.motorola.MotGallery2
com.motorola.actions
com.motorola.android.buacloudcontactadapter
com.motorola.android.dm.service
com.motorola.android.jvtcmd
com.motorola.android.nativedropboxagent
com.motorola.android.providers.settings
com.motorola.android.provisioning
com.motorola.android.sdm.configupdate
com.motorola.android.sdm.plugins.connmo
com.motorola.android.sdm.plugins.diagmon
com.motorola.android.sepolicyupdate
com.motorola.android.settings.diag_mdlog
com.motorola.android.settings.modemdebug
com.motorola.appdirectedsmsproxy
com.motorola.audioeffects
com.motorola.audiomonitor
com.motorola.audiomonitor.helper
com.motorola.bach.modemstats
com.motorola.badger
com.motorola.bodyguard
com.motorola.bug2go
com.motorola.camera
com.motorola.ccc.checkin
com.motorola.ccc.devicemanagement
com.motorola.ccc.mainplm
com.motorola.ccc.notification
com.motorola.ccc.ota
com.motorola.commandcenter
com.motorola.contacts.preloadcontacts
com.motorola.coresettingsext
com.motorola.dataoffloading
com.motorola.demo
com.motorola.devicemanagement
com.motorola.droid.settings.extensions
com.motorola.email
com.motorola.entitlement
com.motorola.flipcase
com.motorola.genie
com.motorola.gpsnotifier
com.motorola.hotspotlauncher
com.motorola.imsconfigtest
com.motorola.launcherconfig
com.motorola.localwipe.policy
com.motorola.ltebroadcastservices_vzw
com.motorola.motgeofencesvc
com.motorola.moto
com.motorola.motocare
com.motorola.motocare.internal
com.motorola.motocit
com.motorola.motodisplay
com.motorola.motodisplay.env
com.motorola.motosignature.app
com.motorola.mydroid
com.motorola.nfc
com.motorola.nfcui
com.motorola.obdmapi.service
com.motorola.onetimeinitializer
com.motorola.pgmsystem2
com.motorola.programmenu
com.motorola.rcs.eab
com.motorola.sensorhub.stm401.updater
com.motorola.service.ims
com.motorola.service.ims.presence
com.motorola.setup
com.motorola.setupwizard.controller
com.motorola.setupwizard.devicesetup
com.motorola.setupwizard.phoneservice
com.motorola.simmanager
com.motorola.slpc
com.motorola.slpc_sys
com.motorola.targetnotif
com.motorola.thermalservice
com.motorola.visualvoicemail
com.motorola.vzw.cloudsetup
com.motorola.vzw.loader
com.motorola.vzw.phone.extensions
com.motorola.vzw.provider
com.motorola.vzw.settings.extensions
com.motorola.wappushsi
com.motricity.verizon.ssodownloadable
com.netflix.mediaclient
com.qualcomm.atfwd
com.qualcomm.embms
com.qualcomm.location
com.qualcomm.qcrilmsgtunnel
com.qualcomm.qti.rcsbootstraputil
com.qualcomm.qti.rcsimsbootstraputil
com.qualcomm.services.location
com.qualcomm.timeservice
com.qualcomm.vzw_api
com.quicinc.cne.CNEService
com.slacker.radio
com.telecomsys.directedsms.android.SCG
com.vcast.mediamanager
com.verizon.llkagent
com.verizon.messaging.vzmsgs
com.verizon.mips.services
com.verizon.settings.secure
com.verizon.vzwavs
com.vznavigator.Generic
com.vzw.apnservice
com.vzw.hss.myverizon
com.wits.obdm_permissions
org.codeaurora.ims
org.simalliance.openmobileapi.service
